message,intent
"hey, could you add a colour coding system for categories? help!",feature_request
issue: very satisfied customer here — thank you! !!,positive
"fyi, your billing system has an error :(",billing_issue
"hi, the graph on the reports page won't load!",technical_issue
"hi, the app crashes occasionally — not ideal help!",complaint_normal
please add a night mode that turns on autmoatically ugh.,feature_request
i'd love a feature to schedule messages :(,feature_request
update: the graph on the reports page won't load ugh.,technical_issue
issue: the export feature isn't generating the file asap!,technical_issue
please help — the user experience feels clunky,complaint_normal
urgent: i have never been treated so poorly by any company ugh.,complaint_angry
please help — the app doesn't remember my preferences ugh.,complaint_normal
please help — i never received a receipt for this charge!,billing_issue
just a note — can you please add a dark mode? ugh.,feature_request
"hello, this is outrageous — i'm done with your service!!! thanks.",complaint_angry
issue: please add a macro/automation feature ugh.,feature_request
issue: i can't verify my identity to log in help!,account_access
"fyi, push notifications stopped working after update help!",technical_issue
issue: my refund still hasn't arrived help!,billing_issue
question: i'm not fully satisfied with the service help!,complaint_normal
"hi, you should be ashamed of yourselves!!!.",complaint_angry
issue: the new checkout flow has an extra unnecessary step!,complaint_normal
update: i'd love to see version history for documents !!,feature_request
"hey, i was sceptical at first but i'm absolutely converted please.",positive
question: your billing system has an error help!,billing_issue
urgent: got a blank white screen after login !!,technical_issue
"hello, i want my money back now :(",billing_issue
question: your team promised to fix this and STILL NOTHING!!! ugh.,complaint_angry
"hey, outstanding quality and incredible support team! :(",positive
issue: the search feature is completely broken!,technical_issue
"hello, error every time i try to load the page!",technical_issue
"fyi, there's too much advertising in the interface.",complaint_normal
exporting data takes too long help!,complaint_normal
"hey, can you add custom report templates? !!",feature_request
absolutely horrible experience from start to finish!!!.,complaint_angry
my account was deactivated by mistake!,account_access
please help — you should be ashamed of yourselves!!!!,complaint_angry
urgent: your system charged me multiple times help!,billing_issue
update: i need a refund asap help!,billing_issue
just a note — there are unauthorized logins on my account help!,account_access
just a note — the pricing has gone up but quality hasn't improved thanks.,complaint_normal
question: the performance has degraded since last month :(,complaint_normal
"hey, very satisfied customer here — thank you! asap!",positive
please help — could you add integration with google drive? help!,feature_request
issue: my profile dat ais missing after login help!,account_access
"just a note — the app is clean, fast, and just works perfectly ugh.",positive
issue: the app could use some polish in the settings page !!,complaint_normal
just a note — the app could use some polish in the settings page :(,complaint_normal
urgent: the app won't let me complete checokut.,technical_issue
i need to close my account asap!,account_access
"hey, i'm not accepting any more excuses — fix this TODAY :(",complaint_angry
please help — the multi-language support is lacking ugh.,complaint_normal
"hi, how do i change my account email address?.",account_access
"hello, the loginp age says my account doesn't exist thanks.",account_access
please help — the refund process is taking too long,billing_issue
question: i need to merge two accounts thanks.,account_access
"fyi, i'd like to see more advanced filter options please.",feature_request
question: the calendar integration is broken !!,technical_issue
just a note — can you add support for webp images? asap!,feature_request
i need to reset my password !!,account_access
"hey, i'm going to warn every single person i know about you.",complaint_angry
"hi, you have wasted enough of my time — fix it NOW!!! help!",complaint_angry
update: the app won't let me complete checkout !!,technical_issue
issue: two-factor auth code isn't being accepted asap!,technical_issue
please help — i can't send messages — they just fail !!,technical_issue
update: could you add a colour coding system for categories? :(,feature_request
question: i have been overcharged by $20 thanks.,billing_issue
"hello, this experience has been absolutely horrific :(",complaint_angry
just a note — the button does nothing when i click it please.,technical_issue
please help — can you add a feature to merge duplicate contacts?.,feature_request
"hey, your support is a JOKE! fix this immediately! please.",complaint_angry
"hey, my invoice shows the wrong amount thanks.",billing_issue
incredibly fast support — issue resolved in minutes! please.,positive
update: best customer support experience i've ever had,positive
"hey, i'm going to dispute this charge with my bank :(",complaint_angry
"hey, my promo code didn't apply to my bill :(",billing_issue
please help — the experienec was smooth from beginning to end!,positive
can you add an api for third-party integrations? asap!,feature_request
please help — i paid already but it shows as unpaid :(,billing_issue
update: can you add a print option to reports? help!,feature_request
"please help — the app is clean, fast, and just works perfectly ugh.",positive
"hi, please add a two-column layout option.",feature_request
"hi, when will the refund hit my account?.",billing_issue
"fyi, i was charged twice for the same order",billing_issue
just a note — the colour scheme is a bit hard on the eyes please.,complaint_normal
"hye, i'm not fully satisfied with the service :(",complaint_normal
please help — best customer support experience i've ever had thanks.,positive
urgent: i can't believe how fast you responded — amazing!!,positive
i'm so impressed with how quickly you resolved my issue please.,positive
issue: i was charged twice for the same order :(,billing_issue
it would be great to have a tablet-optimised view asap!,feature_request
please help — the app keeps logging me out randomly asap!,technical_issue
update: the reports don't always match expectations,complaint_normal
just a note — the mobile app feels less polished than the website!,complaint_normal
issue: my settings aren't saving help!,technical_issue
"hello, i got charged for a plan i never signed up for",billing_issue
"hi, couldn't be more satisfied — carry on the great work! thanks.",positive
question: i'm getting an error message on login :(,technical_issue
just a note — the performanc ehas degraded since last month please.,complaint_normal
"hi, i need to update my account details thanks.",account_access
please help — genuinely the best app in its category !!,positive
issue: please fix the billing error on my account thanks.,billing_issue
issue: it could be better — af ew things feel off !!,complaint_normal
"please help — the app is clean, fast, and just works perfectly thanks.",positive
please help — the design is beautiful and the app is very intuitive.,positive
the experience was smooth from beginnin gto end,positive
urgent: never in my life have i experienced scuh incompetence.,complaint_angry
"fyi, i can't remember my login email!",account_access
"fyi, can you confirm if my account still exists? thanks.",account_access
"hello, please add a custom notification sound option",feature_request
question: i'm locked out of my account.,account_access
"fyi, the confirmation email never arrievd!",technical_issue
"fyi, this is a complete scam — i want m ymoney back!!!",complaint_angry
update: something went wrong errro appears constantly please.,technical_issue
just a note — there are unauthorized logins on my account asap!,account_access
"hi, i'm furious — your service is terrible!",complaint_angry
"hey, the app freezes after a few seconds please.",technical_issue
"hello, I AM EXTREMELY FRUSTRATED WITH YOUR COMPANY!",complaint_angry
question: the billing department messed up my account !!,billing_issue
"hey, my subscription should have been cancelled weeks ago ugh.",billing_issue
"hello, something went wrong error appears constantly",technical_issue
just a note — how do i delete my account?.,account_access
urgent: can you integrate with slack?.,feature_request
"fyi, exporting data takes too long ugh.",complaint_normal
urgent: i'm being charged for something i cancelled thanks.,billing_issue
please help — i should have gotten a lower rate please.,billing_issue
"hello, the calendar integration is broken help!",technical_issue
"hello, my subscription should have been cancelled weeks ago please.",billing_issue
"fyi, my account is showinga s inactive thanks.",account_access
the app uses too much battery now thanks.,technical_issue
issue: can you add a print option to reports? thanks.,feature_request
"hi,s ome menu items are hard to find",complaint_normal
just a note — your system charged me multiple times!,billing_issue
urgent: your app is the best investment i've made all year please.,positive
issue: the mobile app is extremely slow please.,technical_issue
"hi, i feel the product has declined recently thanks.",complaint_normal
"hi, i'd like more customization options please.",complaint_normal
"hello, i have never been treated so poorly by any company.",complaint_angry
please help — i'd love real-time collaboration features!,feature_request
"hello, can you add a feature to export to excel? :(",feature_request
"hi, exporting data takes too long help!",complaint_normal
"hello, the login page says my account doesn't eixst",account_access
can you integrat ewith slack?.,feature_request
urgent: my account email was changed by someone else thanks.,account_access
"hey, 10 out of 10 would recommend to everynoe ugh.",positive
just a note — i demand immediate action — this is unacceptable!!! !!,complaint_angry
question: incredibly fast support — issue resovled in minutes!.,positive
can you add a print option to reports? :(,feature_request
"fyi, i am absolutely livid right now!!!",complaint_angry
"fyi, my free trial ended but you charged me without warning asap!",billing_issue
please help — cancel my subscription and refund me immediately,billing_issue
"hey, the verification code never arrives",account_access
"hey, the amount on my bill doesn't match what was quoted help!",billing_issue
update: this app has made my life so much easier — thank you! help!,positive
"hello, my account is locked — please help asap!",account_access
"hi, i'm going to warn every single person i know about you!",complaint_angry
"hello, the mobile app feels less polished than the website please.",complaint_normal
urgent: there are too many unnecessary notifications !!,complaint_normal
"hello, feature is broken and not working help!",technical_issue
just a note — ABSOLUTE RUBBISH SERVICE!!! thanks.,complaint_angry
"hey, the search results aren't very accurate !!",complaint_normal
question: i'd love a feature to pin important messages help!,feature_request
update: i'm going to warn every single person i know about you,complaint_angry
the ios app crashes on my pihone 13 help!,technical_issue
can you confirm if my account still exists? thanks.,account_access
"just a note — your support agent was patient, helpful, and kind !!",positive
"hey, i need a refund asap",billing_issue
urgent: i'd like to see better keyboard shortcuts help!,complaint_normal
"hey, I WANT A REFUND AND AN APOLOGY — THIS IS DISGUSTIN.G",complaint_angry
update: i am beyond frustrated with your incompetent team :(,complaint_angry
issue: the dashboard takes a while to load every time ugh.,complaint_normal
"hey, i can't log in from a new device.",account_access
can you add a batch delete option?.,feature_request
"hey, i'd like to see better keyboard shortcuts :(",complaint_normal
urgent: please add an option to hide the sidebar.,feature_request
please add undo functionality for deleted items.,feature_request
i need to reset my password asap!,account_access
question: i need to dispute a charge from last month !!,billing_issue
please help — can't access my account at all help!,account_access
"fyi, i'd love to see version history for documents thanks.",feature_request
"fyi, i DEMAND a full refund for this disaster of a service.",complaint_angry
urgent: the ios app crashes on my iphone 13.,technical_issue
just a note — stop charging me — i cancelled!.,billing_issue
just a note — every interaction with your team has been a disaster :(,complaint_angry
data isn't syncing in real time anymore help!,technical_issue
"hey, how dare you treat paying customers this way! ugh.",complaint_angry
please help — i have never been treated so poorly by any company,complaint_angry
"hey, the feature i ened most is buried in menus ugh.",complaint_normal
just a note — i'm being charged for something i cancelled,billing_issue
update: the verification code never arrives please.,account_access
question: the video player won't load.,technical_issue
issue: the toolbar disappeared after the update.,technical_issue
update: i can't log in after the recent update.,account_access
issue: some features feel half-finished :(,complaint_normal
just a note — the page never loads — just spins forever :(,technical_issue
urgent: i can't upload files — keeps failing!,technical_issue
please help — the app keeps logging me out randomly :(,technical_issue
i'd like to see more advanced filter options ugh.,feature_request
urgent: outstanding quality and incredible support team! thanks.,positive
urgent: your team promised to fix this an dSTILL NOTHING!!! thanks.,complaint_angry
"fyi, forgot my password and cna't log in",account_access
please help — can you add a print option to reports? :(,feature_request
question: the live chat widget doesn'to pen ugh.,technical_issue
the design is beautiful and the app is very intuitive!,positive
question: i'd like to have custom tags for organising items !!,feature_request
"hello, could you add a colour coding system for categories? help!",feature_request
"fyi, something went wrong error appears constatnly !!",technical_issue
issue: you make everything so simple — thank you!!,positive
issue: the support team was incredibly helpful and friendly thanks.,positive
question: the search results aren't very accurate thanks.,complaint_normal
please help — the customer service response times are a bit slow asap!,complaint_normal
urgent: the app uses too much battery now!,technical_issue
just a note — i am disgusted by how you terat your customers!!! ugh.,complaint_angry
just a note — your company has made my life miserable for the past week.,complaint_angry
"hello, the interface is a bit confusing to navigate thanks.",complaint_normal
update: push notifications stopped working after update thanks.,technical_issue
urgent: you really listen to user feedback and it shows!,positive
"fyi, i reset my password but still can't log in thanks.",account_access
please reactivate my account thanks.,account_access
question: i'm not fully satisfied with the service help!,complaint_normal
"hi, the amount on my bill doesn't match what was quoted",billing_issue
please help — can you add a feature to export to excel? !!,feature_request
update: i'd like to see more advanced filter options help!,feature_request
"hi, i need to close my account help!",account_access
i need to dispute a charge from last month,billing_issue
"hey, i'd like more customization optiosn",complaint_normal
this is outrageous — i'm done iwth your service!!! thanks.,complaint_angry
please help — i'm genuinely delighted with the product,positive
i'm not fully satisfied with the service :(,complaint_normal
i was charged twice for the same order ugh.,billing_issue
please help — why is there an extra charge on my bill? !!,billing_issue
"hey, you saved me so much time — thank you so much!.",positive
"hello, my account seems to have been suspended please.",account_access
"hello, can you add voice note support? :(",feature_request
"fyi, your company is a disgrace — i'll be leaving a review !!",complaint_angry
"hello, how do i change my account email address? !!",account_access
"hi, there's too many steps to do simple things thanks.",complaint_normal
"hi, i am reporting you to consumer protection authorities!",complaint_angry
"question: smooth, reliable, and a pleasure to use every day ugh.",positive
"fyi, i'd love to have a progress tracker",feature_request
"hello, the onboarding experience was confusing !!",complaint_normal
issue: i am reporting you to consumer protection authorities,complaint_angry
issue: it could be better — a few things feel off!,complaint_normal
update: i need to recover my username!,account_access
question: i'm being charged for something i cancelled.,billing_issue
shoutout to your team — they really know their stuff :(,positive
please help — thank you so much for the help — you'r ewonderful! ugh.,positive
please help — refund hasn't shown up in my bank yet,billing_issue
"hi, your company is a disgrace — i'll be leaving a review!",complaint_angry
"fyi, thank you so much for the help — you're wonderful! asap!",positive
cancel my subscription and refund me immediately asap!,billing_issue
just a note — i need to update my acocunt details,account_access
"hey, i found a bug on the checkout page asap!",technical_issue
"fyi, some of the labels in the app are unclear help!",complaint_normal
issue: i need help accessing my team account ugh.,account_access
